Y,X1,X2,X3,X4,X5
4.1205,476,4,2,2,0
28,3043,3,3,2,1
10,215,2,1,1,1
8.15,669,3,1,1,0
10.1,214,3,1,0,1
4.3,1958,2,2,1,1
3.89,1786,2,1,1,1
2.75,978,1,1,1,1
3.27,375,3,2,2,0
2.9,120,2,1,1,1
4.95,540,3,2,2,0
4.17,3295,2,1,1,1
5.71,582,4,2,2,0
4.85,273,2,1,1,1
4.315,550,3,1,2,0
5.955,65,2,2,1,1
4.65,989,2,1,1,1
4.55,606,3,2,2,0
5.3,770,4,2,2,0
8.6,729,4,2,2,0
8.04,442,3,1,1,0
6.35,290,3,1,2,1
4.55,1226,2,1,1,1
21.01,1256,4,2,1,0
3.615,363,3,2,1,0
8.5,645,4,2,3,0
4.3,1511,2,2,1,0
3.25,512,3,2,1,0
2.5,357,3,1,1,0
4.1,567,3,2,2,0
4.08,2309,1,1,1,1
3.525,592,3,1,2,0
14.6,335,3,3,2,1
6.355,167,3,2,2,1
4.65,827,4,2,2,0
7.3,2107,2,1,1,1
5.95,792,4,2,3,0
6.45888,677,4,2,2,0
3.15,218,3,2,2,1
2.9,573,3,2,2,0
3.35,599,3,2,3,0
5.6,500,4,2,2,0
3.83333,106,4,2,1,0
4.14,883,3,1,1,1
5.1,628,2,1,1,0
6,2238,2,2,1,1
2.85,585,3,1,1,0
4,508,2,2,1,0
18.5,663,2,2,2,0
3.26,212,2,1,1,1
4.8,572,3,1,1,0
4.7,416,3,2,2,0
3.69,82,3,1,1,0
7.25,245,3,1,1,1
7.75,197,4,2,2,1
5.6,131,2,1,2,0
2.15,570,3,1,1,0
3.65,262,4,2,2,0
2.35,660,3,1,2,0
4.3,728,3,1,1,1
4.46,577,5,2,2,0
3.9,448,4,2,2,0
8,409,4,1,2,0
2.48,297,3,1,2,0
5.55,527,4,2,2,0
3.2,330,3,2,1,0
4.85,648,4,1,1,1
8.2,460,3,3,2,0
4.3,375,3,2,2,0
4.5,2345,2,1,1,1
3.9,614,3,2,1,0
5.9,307,2,2,2,0
5.65,429,2,1,1,0
7.7,836,3,1,3,0
3.125,340,3,2,2,0
5.95,564,2,2,1,0
4.9,697,3,1,1,0
4.95,694,4,2,2,0
3.8,320,3,2,2,0
2.37,590,3,1,2,0
2.5,577,3,1,2,0
3.8,85,2,1,1,1
4.5,1042,2,1,1,1
6.28,1386,2,2,0,1
2.9,900,3,2,1,0
2.9,286,3,1,1,1
5.45,720,4,2,2,0
4.855,742,3,1,1,0
7.01,716,3,2,2,0
9.1,165,3,2,1,1
46,1228,3,3,2,0
2.87,182,2,1,1,1
3.425,158,2,2,1,0
4.16,544,3,2,2,0
3.98,864,2,1,1,1
38.4,861,5,4,4,0
4.8,95,3,2,2,0
8.2,200,3,2,1,0
2.445,59,1,1,1,1
5.025,2392,2,2,1,1
3.025,624,3,1,3,0
5.93,239,3,2,2,1
3.52,488,3,2,4,0
9,815,2,1,1,0
4.375,1212,2,1,1,1
5.32,578,5,2,2,0
7.42,354,2,2,2,1
5.705,495,3,1,1,0
2.7,3430,2,1,1,1
2.87,2480,2,1,1,1
7.18,244,2,1,1,0
8.175,581,3,1,2,0
2.87,451,3,2,2,0
7.1,2238,2,2,1,1
4.2,587,4,2,2,0
3.2,104,2,1,1,1
4.92,877,2,1,1,1
2.7,650,3,1,1,0
2.4,219,2,1,1,1
4.2,648,3,2,3,0
11.7,448,2,2,3,1
7.425,653,4,2,2,0
9.1,363,2,2,2,1
4,570,4,2,2,0
5.25,1397,3,2,4,0
5,762,4,2,2,0
5.75,1247,3,1,1,0
3.1,171,3,1,1,0
4.7,299,3,1,1,0
6.2,468,2,1,2,0
3.8,375,3,2,2,0
5.5,524,3,1,1,0
3.95,376,3,2,3,0
5.35,702,2,1,1,1
4.13,805,2,1,1,1
6.3,2711,2,1,1,1
17.6,806,3,1,1,0
7.3,739,3,2,2,0
3.4,158,2,2,1,1
3.3,134,3,2,1,1
2.05,399,4,2,2,0
4.375,3003,1,1,0,1
6.055,3003,2,1,1,1
9.01,345,3,2,1,0
4.68,658,3,3,3,0
6.74,141,2,1,1,0
3.76,502,4,2,2,0
2.535,580,3,2,1,0
3.069,237,3,2,1,0
3.88,535,3,2,2,0
3.68,580,3,2,2,0
4.20002,2323,2,1,1,1
2.725,122,2,2,1,0
4.195,569,4,2,1,0
4.41,546,3,2,4,0
6.95,515,4,1,1,0
3,370,3,2,2,1
4.695,2038,2,1,2,1
2.15,348,2,1,1,1
5.65,1410,2,1,2,1
2.3175,2107,2,1,1,1
7.82,229,3,2,2,0
6.85,2094,2,2,1,1
2.95,144,2,1,1,1
3.6,657,3,2,1,0
9,750,2,2,2,1
6.9,600,2,1,2,0
8.15,470,3,1,2,0
3.075,324,4,2,2,1
8,1012,2,2,1,1
13.88888,652,3,2,1,0
2.1,593,4,2,2,0
6.48,250,3,2,2,0
6.75,566,5,1,2,0
6.81,767,3,1,1,0
12.675,621,4,3,3,0
4.65,3372,1,1,1,1
3.7,666,3,2,2,0
14.25,449,4,2,1,0
16.4,640,4,3,2,0
7.6,255,2,1,2,0
3.20001,731,3,1,2,0
39,858,4,2,2,0
6.3,478,2,1,1,0
3.705,575,2,1,0,1
4.28,448,4,2,1,0
3.375,73,2,1,1,1
3.77,212,3,2,2,0
3.6,564,3,1,1,0
9.13,245,2,1,1,0
11,343,4,1,2,0
4.2,642,3,2,2,0
6.15,474,3,1,1,0
5.16,3003,2,2,1,1
4.45,806,4,2,2,0
2.325,561,3,1,1,0
2.83,584,3,1,1,0
7.34,870,3,2,1,1
5.72,791,3,1,2,0
11,727,3,2,2,0
10.3,1626,3,2,2,1
2.8715,566,3,1,1,0
7.4,532,4,2,2,0
7.71,258,3,2,3,0
6.75,540,3,2,1,0
2.45,1202,2,2,1,1
2.9,305,3,1,1,0
8.35,170,2,2,1,0
4.35,591,4,2,1,0
3.93,350,4,2,2,0
4.47,613,2,1,1,1
4.9,1937,2,2,1,1
16.2,716,3,3,2,0
3.375,336,4,2,2,0
6,559,4,2,2,0
2.33,450,3,1,1,0
3.73,459,4,2,2,0
10.1,879,4,1,2,0
11.61,462,4,2,3,0
13.9,686,4,2,2,0
6,801,4,3,3,0
3.3,640,2,1,1,1
14.35,383,3,2,2,0
9.9,728,3,1,1,0
3.59,462,4,2,2,0
8.2,610,3,1,3,0
3.515,456,3,2,2,0
6,164,3,2,2,0
4.47,1080,1,1,1,1
3.292,550,3,1,2,0
5.1,1035,3,1,2,0
3.8,640,3,1,2,0
6.5,2012,2,1,0,1
5.52,354,2,1,1,1
5,567,4,3,2,0
4.07,862,2,1,1,1
6.5,170,3,1,2,1
7.65,280,2,1,1,0
10.11,601,3,2,1,0
11,1529,2,1,2,1
15.8,697,3,3,5,0
3.95002,512,4,2,2,0
5.8,311,3,2,2,0
6.25,139,3,2,1,0
7.2,894,4,1,1,0
4.05,414,4,2,2,0
12.66,278,3,1,2,1
5.375,470,3,2,1,0
3.56,609,3,1,5,0
5.25,790,3,2,2,0
5.4,581,3,2,1,1
3.8,1229,2,1,1,1
4.47,779,1,1,1,1
3.97,257,2,1,2,0
8,305,4,2,2,0
3.1,630,4,2,2,0
5.825,700,3,1,1,0
8.1,295,3,1,2,0
5.22,292,3,2,1,1
3.75,400,4,2,2,0
3.65,434,3,2,2,0
4.15,350,4,2,0,0
9.3,480,4,2,1,0
4.2,377,3,2,2,0
3.60825,294,3,2,1,0
5.22,758,3,1,2,1
3.75,255,3,2,2,0
5.3,151,3,2,1,1
6.11,553,3,1,2,0
5.2025,583,4,2,2,0
3.25,320,3,1,1,0
10.9,723,4,2,2,0
2.925,660,2,1,1,1
6.5,239,3,2,2,1
4.45,421,4,2,2,0
2.25,1471,2,1,1,1
3.8,1290,2,1,1,1
3.15,590,3,1,2,0
8.15,1282,1,2,1,1
5.3,413,2,1,1,0
5.6,166,2,2,1,0
9.45,568,4,1,2,0
21,533,3,2,2,0
4.45,1282,2,1,1,1
5.7,446,2,1,1,0
5.3,588,2,1,1,1
7.4,229,3,2,2,1
3.521,1796,2,1,1,1
3.725,2031,2,1,1,1
3.72,1054,2,1,2,0
4.86,1285,2,1,1,1
5.6,1947,2,2,1,1
4.9,776,1,1,1,1
5.08,667,3,2,2,0
3.3,315,3,2,1,0
3.7,400,3,2,2,0
2.9,239,3,2,2,1
4.16,617,2,1,1,0
5,274,2,1,1,0
3.9,468,4,2,2,0
4.05,350,3,2,2,0
11.7,1670,3,2,1,1
4.5,666,3,1,1,0
3.35,665,2,2,2,0
2.45,703,2,1,1,1
5.85,332,3,3,1,1
5.8,725,4,2,2,0
3.3,450,3,2,2,0
6.4,614,3,1,2,0
4.25,496,3,2,2,0
3,93,2,2,1,1
2.05,993,1,1,1,1
3.45,80,2,1,1,1
4.31,560,3,2,2,0
2.03,1003,1,1,1,1
3.6,450,3,2,2,0
4.85,669,3,1,1,0
4.5,132,2,3,1,0
8.4,484,5,3,2,0
2.575,1265,2,1,1,1
3.6165,667,3,2,2,0
4.18,546,3,1,1,0
4.5,399,2,2,1,1
6.37,935,4,2,2,0
3.9,490,3,2,2,0
3.67,447,4,2,2,0
3.11,546,3,1,2,0
7.15,512,4,2,2,0
32,1029,3,4,2,0
3.975,312,3,2,2,0
4.46,448,3,2,2,0
4.9248,786,2,1,1,1
6,291,2,2,1,0
3.2,293,3,2,1,0
3.32,683,3,1,2,0
6.21,2512,2,1,1,0
5.1,705,3,1,1,0
4.5,2087,3,1,1,1
3.45,1653,4,2,5,1
11,933,3,3,1,1
4.95,655,3,1,2,0
6,241,3,1,1,0
7,797,3,1,1,0
3.58,355,4,2,2,0
3.4,197,3,1,1,1
3.4,734,4,2,2,0
2.66,173,2,1,1,1
4.479,349,4,2,2,0
3.86,399,3,2,2,0
6.5,420,2,1,1,0
16,151,2,2,2,0
5.85,605,3,2,2,0
6.45,53,2,1,1,1
2.55,3066,2,1,1,1
6.43,2238,2,1,1,1
5.2,824,2,1,1,1
19.26,613,3,3,2,0
10.5,653,3,1,2,0
3.775,566,3,2,2,0
2.75,264,3,2,1,0
18.25,670,3,2,2,0
2.04,497,1,1,1,1
3.2,179,3,1,1,1
4.8,685,4,2,2,0
4.2,524,3,2,2,0
3.1,568,2,1,1,1
4.02,937,4,2,1,0
5.5,504,4,3,2,0
3,461,1,1,1,1
5.5,314,2,1,2,0
9.9,680,3,1,3,0
8,598,4,2,3,0
4.15,653,4,2,2,0
2.83,692,3,2,2,0
5.5,3133,2,1,1,1
2.85,662,4,1,2,0
7.825,569,3,1,2,0
4.1,448,3,2,2,0
3.35,612,3,1,2,0
3.03,358,3,2,2,0
3.2,353,3,2,1,0
2.55,266,2,1,1,0
37.61,710,4,2,2,0
3.299,158,3,2,1,1
5.05,601,3,2,1,0
6,224,2,1,1,0
11.91,140,2,1,1,0
3.25,617,4,2,2,0
8.9,533,3,2,2,0
3.15,232,3,2,1,0
6.1,62,2,1,1,1
3.15,500,4,2,2,0
4.25,512,4,2,2,0
3.25,788,3,1,2,0
3.7,226,3,1,2,1
4.11,530,3,1,3,0
5.4,702,4,2,4,0
4.1,2345,1,1,1,1
6,765,4,2,2,0
5.9,238,3,2,2,0
8.45,821,3,1,1,0
7.9,2343,2,2,1,1
3.3,537,3,1,1,0
3.92,836,2,1,1,1
2.35,551,3,1,1,0
3.3,272,3,2,1,0
7.625,272,3,2,2,0
12.75,2517,2,2,1,1
3.4,650,3,2,1,0
5.97,1947,2,2,1,1
11.915,1106,3,2,2,0
4.11,836,3,1,2,1
4.75,660,3,1,1,0
3.73,604,3,2,2,0
4.65,400,3,2,1,0
7.35,2517,2,2,1,1
9.5,1000,3,3,4,0
2.9,1515,1,1,1,1
3.901,579,3,2,6,0
3.45,684,3,2,2,0
4.57,1653,1,1,1,1
5.6,737,3,1,1,0
7.68,169,4,2,2,0
5.45,600,3,2,2,0
3.2,362,3,2,2,0
4.35,510,4,2,2,0
2.81,378,3,1,1,0
6.705,912,3,1,2,0
3.78,157,2,1,1,1
3.8,1011,2,2,1,0
8.37,170,3,1,2,1
5.4,495,4,2,2,0
7.6,2777,2,2,2,1
12.25,2043,3,3,1,1
3.3,550,1,1,1,1
2.7,1886,2,1,1,1
2.4,523,3,1,2,1
4.85,596,3,2,2,0
8.325,829,2,1,1,1
7.64,650,2,2,2,0
3.535,421,4,2,2,0
7,657,4,3,2,0
7.6,229,2,1,2,0
3.1,2560,3,1,1,1
10,774,2,2,1,0
3.89,544,3,2,2,0
70,2762,4,3,3,0
4.75,575,3,2,2,0
5,1947,2,2,1,1
6.25,594,3,2,3,0
4.46,601,3,2,2,0
4.15,709,3,1,1,0
4.05,150,3,1,2,1
6.795,355,3,1,2,0
2.19,148,3,1,1,1
2.95,540,3,1,2,0
29.75,420,3,2,2,0
33,654,4,2,2,0
3.85,608,4,2,2,0
3.8,375,4,2,2,0
3.05,447,3,1,1,0
3.95,391,3,2,1,0
4.5,512,3,2,2,0
7.05,672,4,3,2,0
6.3,2274,1,1,1,1
3.85,616,5,2,2,0
11,265,4,2,2,0
3.72,458,4,2,2,0
7.125,377,3,1,2,0
3.35,534,2,1,1,0
15.5,663,3,1,2,0
2.003,1050,1,1,0,1
17.3,500,3,2,6,1
5.165,581,4,2,2,0
4.5,645,3,2,2,0
4.5,2230,2,1,1,1
7.025,1214,2,1,1,1
7.5,145,3,1,1,0
3.38,504,4,2,4,0
3.8655,1212,2,1,1,1
8,227,3,2,2,1
4.04,872,1,1,0,0
4.36,380,2,1,2,0
3.31,312,3,2,2,0
3.42,702,4,2,2,0
6.75,501,3,1,1,0
16.5,920,4,2,3,0
6.5,2192,3,1,1,1
2.75,909,3,1,1,0
7.97,2896,2,2,2,1
3.95,580,4,2,2,0
5.42,962,2,1,1,1
8.9,411,2,1,1,0
8.1,553,3,2,2,0
6.4,109,2,2,2,1
5,549,2,1,1,0
4.62,528,4,2,2,0
6.3,690,5,2,1,0
3.5,313,3,2,2,0
12.5,354,3,2,1,0
3,167,2,1,1,0
4.55,560,4,2,2,0
3.3,532,3,1,2,0
3.6,119,2,2,2,1
6.55,199,3,2,3,0
6.4,582,4,2,2,0
4.19,312,4,2,2,0
10,2517,2,2,1,1
3.24,144,3,2,1,0
7.5,158,4,2,1,1
18.1,768,4,2,4,0
4.2,509,4,2,2,0
3.2,1397,2,2,1,0
9.82,520,2,2,2,0
3.6,599,3,1,3,0
19.05,1040,3,1,2,0
2.6,126,3,1,1,1
8.53,854,4,3,2,0
9.25,335,3,1,2,0
4.7,712,2,1,1,1
2.95,707,2,1,1,1
7.21,750,4,1,1,0
3.5,552,3,2,1,0
3.79,448,4,2,2,0
3.85,131,2,1,1,0
10.94,613,4,1,2,0
4.1,1083,3,1,2,0
4.825,672,3,2,2,0
5.32,2454,1,1,1,1
5,1237,2,1,1,1
9.28,1254,3,1,2,0
26.9,957,3,3,2,0
3.27502,140,3,2,2,0
3.1,198,2,1,1,1
6.1635,203,3,2,0,0
4.6,250,2,1,1,1
3.61,787,3,2,2,0
3.685,575,3,1,0,1
7.45,521,3,1,1,0
4.825,400,3,2,3,0
5.5,567,3,1,1,0
5.45,203,4,2,2,0
3.07,400,3,2,2,0
3.82,313,2,2,1,0
7.5,2316,3,2,1,1
3.2,549,3,1,3,0
3.55,1835,2,2,1,1
5,550,3,1,2,0
12.32,609,3,1,2,0
5.73,743,2,2,1,1
5.16,2027,3,1,2,0
4.8,1124,2,1,1,1
3.2,309,3,2,2,0
5.16,576,4,2,2,0
2.92,343,3,1,2,0
6,442,2,1,1,0
3.42,385,3,1,1,0
2.95,126,2,1,1,1
5.3,556,3,2,1,0
6.75,654,4,2,1,0
3.35,526,3,1,2,0
3.8,2311,1,1,1,1
5.425,1900,3,1,2,0
5.15,3482,2,1,1,1
5.95,491,3,1,2,0
3.4755,415,3,2,1,0
3.01,191,3,1,2,1
2.27,1860,2,1,1,1
10.5,274,3,2,1,0
7,836,3,1,1,0
5.7,850,3,1,1,0
7.42,766,2,2,1,1
5.18,604,5,2,2,0
2.8,2177,2,1,1,1
3.255,514,3,1,2,0
16,533,4,2,3,0
10.5,2517,2,2,1,0
6.62283,229,3,1,1,1
6.2,654,3,1,2,0
6.71,693,3,1,2,0
2.9,603,4,3,2,0
4.6,884,4,2,2,0
2.85,786,3,1,2,0
6.25,383,3,1,1,0
3.55,315,3,2,2,0
3.45,527,3,1,4,0
20.5,944,2,1,2,0
5.75,122,3,2,2,1
4.1,1827,2,1,0,1
3.34,504,3,1,2,0
3.75,517,3,2,2,0
4.4,870,2,1,1,1
7.05,537,4,2,2,0
3.33,310,3,2,2,0
6.47,427,3,2,4,0
5.35,2065,2,1,1,1
6.35,800,4,2,2,0
3.05,658,2,1,2,0
9.15,182,3,1,1,0
3.01,341,3,2,2,0
3.65,400,3,2,2,0
4.92,2785,1,1,1,1
2.03,100,3,1,1,1
2.3,640,1,1,1,1
4.67,141,2,1,0,1
13.7,676,4,2,2,0
5.3,829,4,2,2,0
9.23,217,3,1,1,0
5.248,855,3,1,1,0
11.1,389,2,1,2,0
2.79,583,3,1,1,0
15.95,802,3,1,2,0
3.86,600,3,2,1,0
4.412,448,3,2,2,0
6.5,587,2,1,1,0
4.6,498,3,2,2,0
5.35,399,4,2,2,0
3.6,1033,3,1,1,1
3.05,380,3,2,2,0
8.66,535,3,3,3,0
3.2,2062,1,1,1,1
2.15,513,3,2,0,0
5.97,2896,2,2,1,1
3.45,294,4,2,1,0
2.69,92,2,1,1,1
3.45,362,3,1,2,0
3.31,575,3,1,2,0
44.5,1079,5,3,2,0
5,579,4,2,2,0
5.25,650,3,2,1,0
4.13,539,3,2,2,0
3.30002,647,3,2,2,0
4.425,675,4,2,3,0
3.32,1658,2,1,1,1
6.21,697,3,2,2,0
3.815,96,2,1,1,1
4.2,1397,2,2,1,1
6.45,292,2,1,2,1
6.325,350,3,1,1,0
3.185,544,3,2,2,0
2.85,733,3,2,1,0
6.3,220,2,2,1,0
2.55,590,3,1,2,0
8.9,597,3,2,2,0
3.45,579,3,2,1,0
5.61,771,2,2,1,1
4.51,851,3,1,2,1
3.4,626,2,1,1,0
4.25,595,4,2,2,0
7.9,285,3,2,2,0
3.25,627,3,1,1,0
4.35,636,3,1,1,0
5.95,212,4,2,2,0
3.4,641,4,2,1,0
5.75,326,3,2,2,0
5.3,990,4,2,2,0
4.8,693,3,1,1,0
7.15,230,3,2,3,1
5.75,158,3,1,1,0
4.2,1123,1,1,1,1
3.2,669,3,2,2,0
2.815,844,1,1,1,1
22.2,492,3,2,1,0
7.7,586,3,1,2,0
12.75,421,3,3,2,0
3.44,359,3,2,2,0
7.2,560,5,4,2,0
7.1,201,3,2,2,0
5.85,244,3,2,2,0
3.8,585,3,2,2,0
3.95,400,4,2,2,0
19.5,833,5,3,2,0
3.485,147,3,2,2,1
5.6,588,1,1,1,1
3.2,421,3,2,2,0
2.54,201,3,1,1,1
2.57,580,3,2,1,0
23.75,298,4,4,3,1
3.95,560,4,2,2,0
2.75,228,3,2,2,1
6.6,1004,7,2,2,0
6.15,1619,2,1,1,1
6.8,540,3,1,1,0
4.2,158,2,1,1,1
11.5,223,3,2,1,0
4.8,406,3,2,2,0
7.31,337,3,1,1,0
4.05,650,3,2,2,0
4.2,550,1,1,1,1
3.35,251,3,2,2,0
13.05,360,4,2,2,0
3.7,1969,1,1,1,1
5.2,2330,2,2,2,1
5.6,722,4,2,2,0
2.8,344,3,1,1,0
3.85,1171,2,1,1,1
4.9,720,3,2,2,0
2.875,1416,1,1,1,1
3.85,251,2,2,1,0
8.625,445,2,1,2,0
5.35,525,4,2,2,0
5.2,790,3,2,2,0
3.515,299,2,1,1,1
3.535,511,4,2,2,0
3.55,1308,3,2,2,1
5.8,2777,2,1,0,1
2.8,604,3,2,2,1
4.575,400,4,2,2,0
5,108,2,1,1,1
5.65,519,4,2,2,0
3.1,601,3,1,2,0
8.1,212,4,2,2,1
9.47535,1019,4,3,2,1
3.52,601,3,2,2,0
11.1,666,3,2,3,0
4.59,673,3,2,1,0
3.34,530,3,1,4,0
5.28,414,4,2,2,0
3.85,984,5,2,2,0
5.3,508,4,2,2,0
3.92,420,4,2,2,0
3.8,400,3,2,2,0
3.06,326,3,2,2,0
4.2,2896,1,1,1,1
5.45,1011,4,1,3,0
8.37,502,2,1,1,1
5.95,100,2,1,2,1
3.85,2825,1,1,1,1
3.65,3399,2,1,1,1
4.15,1969,1,1,1,1
6.43,650,3,2,0,0
2.8,1500,3,1,1,1
4.95,290,3,2,1,1
3.01,657,3,1,2,0
4.1,349,5,2,2,0
4.2,149,3,2,1,1
8.55,565,3,2,2,0
5.2,531,3,2,2,0
8.625,361,3,2,1,0
4.7,423,4,2,2,0
9.5,204,2,1,1,0
3.05,638,3,1,1,0
9.12,2804,2,2,2,1
3.18,320,3,2,1,0
5.15,530,4,2,2,0
4.93,1082,3,2,2,0
3.36,657,3,1,2,0
6.6,729,3,1,1,0
3.2,574,4,2,1,0
18,500,4,2,2,0
3.47,550,1,1,1,1
23.8,1239,3,3,2,0
3.399,72,2,1,1,1
3.9,388,3,2,2,0
3.925,560,3,2,2,0
4,1885,4,3,5,0
9.75,574,3,1,1,0
2.2,109,2,1,1,1
9,572,3,1,1,0
3.7,136,3,1,2,1
5.55,2323,2,2,1,1
4.125,932,2,1,1,1
4.3,467,4,2,2,0
5.18,790,4,2,2,0
3.12,418,4,2,2,0
4.04,486,4,2,2,0
3.21,314,3,2,2,0
8.4,188,3,3,2,1
3.43,546,3,1,2,0
5,440,1,1,0,1
3.3,150,3,2,1,1
3.45,400,4,2,2,0
2.925,1014,2,2,1,1
34.95,715,1,1,1,1
3.55,544,4,3,2,0
4.05,998,1,1,1,1
5.55,905,3,2,3,0
2.75,172,2,1,1,1
14.05,858,3,1,3,0
4.04,2466,2,1,1,1
41.3,752,5,2,2,0
3.74,300,3,1,1,0
6.25,2236,2,2,1,1
4.6,446,2,1,1,0
4.5,765,5,3,2,0
4.7,1226,2,1,1,1
7.35,748,3,1,2,0
9.7,353,3,3,1,0
5.99,162,2,2,2,1
34,1896,3,2,3,1
2.55,500,3,2,2,0
2.7,102,2,1,1,1
4.6,1310,2,1,1,1
2.85,135,2,1,1,1
5.95,496,4,3,2,0
3.375,348,3,1,1,0
4.66,1264,4,2,4,0
4.5,417,4,2,2,0
3.825,130,2,1,1,1
9.005,592,3,1,1,0
3.5,412,3,1,1,0
25.5,593,3,1,1,0
8.4,564,3,1,4,0
8.05,3068,2,2,1,1
6.55,306,3,2,2,1
4.2,375,3,2,2,0
8.25,1330,3,2,2,1
8.7,615,3,1,1,0
7.5,491,3,2,2,0
3.1,266,3,2,1,1
3.5,540,3,2,1,0
3.75,402,4,2,2,0
5.53,837,5,2,2,0
6.65,576,4,2,2,0
2.82,350,2,1,1,0
6.217,656,3,2,2,0
5.65,560,5,3,2,0
4.05,573,4,2,2,0
8.675,600,3,2,2,0
12.5,630,6,3,2,0
5.8,795,3,1,0,0
4.42,1214,1,1,1,1
4.35,480,4,2,2,0
4.45,500,4,3,2,0
5.2,400,3,2,4,0
4.25,162,2,1,1,1
5.86,574,3,1,1,0
10.185,129,2,2,2,0
19.35,533,3,2,2,0
4.1,666,3,1,2,0
3.8,230,3,2,1,0
3.71,528,3,2,2,0
5.1,237,3,2,1,1
6.61,200,2,1,2,0
3.22,117,3,2,1,1
4.4,1748,3,3,3,1
5.275,658,3,2,2,0
3.9,300,3,2,2,0
3.75,144,2,1,1,1
3.02,580,3,1,1,0
4.2,448,4,2,2,0
8.5,292,3,2,1,0
6.8,1429,3,2,2,0
7.2,1779,2,1,2,1
2,1833,1,1,1,1
14.31888,809,5,3,2,0
2.55,325,3,1,1,0
2.68,531,3,1,1,0
9.05,1112,4,2,2,0
4.52,234,2,1,2,1
2.65,207,2,1,1,1
13.5,720,3,1,1,0
5.06,2435,2,1,1,1
3.9,769,4,2,2,0
3.3,666,3,1,2,0
3.3,684,3,2,1,0
3.30501,635,3,2,2,0
7.27,491,3,1,1,0
5.6,772,1,1,1,1
34,1126,5,2,4,0
3.399,73,4,1,1,1
3.15,380,3,2,1,0
5.065,2345,2,1,1,1
2.72,531,3,1,2,0
7.92,748,3,3,2,1
7,749,4,3,2,0
4.28333,448,3,2,2,0
3.85,637,3,1,2,0
6.27,338,4,2,2,0
3.52,400,3,2,2,0
8,367,2,1,3,0
4.28,448,3,2,2,0
38.55,965,4,3,2,0
2.45,580,3,1,2,0
3.35,347,3,2,2,0
5.6,850,3,1,1,0
4.2,698,3,2,2,0
9.5,195,3,1,2,1
4.29,2238,1,1,1,1
4.12,392,3,2,2,0
4.42,132,3,2,2,1
9.55,980,4,2,2,0
2.1,1894,2,1,1,1
3.87,929,2,1,1,1
5.8,2607,2,2,1,1
3.1,638,3,2,1,0
7.26,238,3,1,0,0
5.3,1438,2,2,1,1
5.5,651,2,1,1,0
5.27,721,2,1,1,1
8.7,679,3,1,4,0
5.6,761,4,2,1,1
6.65,2023,2,1,1,1
19.25,733,4,2,3,0
5,312,3,2,2,0
15.3,236,4,1,1,0
8.6,219,4,3,2,1
3.325,541,3,1,1,0
6.26,722,4,2,2,0
3.5,331,3,2,2,0
3.1,595,1,1,1,1
3.7,2652,2,1,1,1
11.6,784,3,1,2,0
4.32,2654,2,1,1,1
6.71,415,4,2,2,0
6.2,1208,2,1,1,1
4.55,1368,1,1,1,1
2.6,580,3,2,2,0
6.2575,299,3,1,1,0
3.605,236,3,1,1,1
6.35,545,3,1,2,0
5.95,103,2,2,1,1
3.9,477,3,2,2,0
7.2,74,3,1,2,1
5.5,534,3,1,2,0
4.04,711,3,2,2,0
5.6,762,3,2,2,0
6.12,929,3,2,2,0
4.35,287,3,2,2,1
5.1,68,2,1,6,0
7.012,314,2,1,1,1
9.55,1201,3,2,1,1
6,150,3,1,1,0
17.99,525,3,3,2,0
5.55,312,2,2,2,0
20,993,3,2,4,1
4,476,4,2,2,0
6.55,263,3,2,2,0
4.02,400,4,2,2,0
3.525,524,3,2,1,0
3.86,528,4,2,2,0
4.06,619,4,2,1,0
30.25,974,5,4,4,0
3.95,644,1,1,1,1
9.35,319,3,1,1,0
8.01,2896,2,2,1,1
9.45,585,3,1,1,0
9.55,150,2,1,0,0
3.65,400,3,2,2,0
4,724,2,1,1,1
4.9,726,3,1,1,0
6,703,4,2,2,0
3.2,313,3,1,1,0
4.8,356,2,1,2,0
3.75,1073,2,1,1,1
4.57,2785,2,1,1,1
4.47,137,2,1,1,1
3.755,2037,2,1,1,1
3.7,173,3,2,1,0
39,627,4,3,2,0
5.31,604,4,2,3,0
2.2,1469,2,1,1,1
2.2,707,2,1,1,1
4.145,400,4,2,2,0
5.6,841,4,2,2,0
5.3,568,3,2,2,0
4.3,592,4,2,2,0
5.6,435,4,2,2,0
2.63,543,3,1,2,0
14.15,880,4,1,2,0
7.03,487,2,2,1,1
18.5,517,3,2,2,0
3.75,650,3,2,2,0
24.75,740,3,2,2,1
8.35,422,3,2,2,0
3.05,568,3,1,2,0
4.6,637,3,2,2,0
4.2,1009,4,1,2,0
6.6,766,3,1,1,0
3.4,360,3,1,2,1
2.95,517,1,1,1,1
23.5,549,3,2,2,0
5.9,566,2,1,1,1
4.74,162,2,1,2,1
5.13,2345,2,1,2,1
2.465,136,3,1,1,1
3.85,2162,2,2,1,1
5.99,151,3,1,0,0
12.41,780,3,2,2,0
5.15,278,3,1,1,0
3,710,3,2,1,0
4.5,1256,2,1,1,1
2.205,3010,1,1,1,1
6.1,655,4,1,1,0
3.7,397,4,2,2,0
4.596,464,4,2,2,0
4.151,364,3,2,2,0
3.425,399,4,2,2,0
3.55,160,3,2,2,0
4.69,576,4,2,2,0
10.27,587,3,1,1,0
15.25,349,4,2,2,0
8.45,312,4,2,1,0
3.195,574,3,1,1,0
